id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
88606905,Gigabyte,GIGABYTE RTX 2080 Super GAMING OC 8G,1845 MHz (Reference Card: 1815 MHz)8GB 256-Bit GDDR6This Discount valid via PC Builder only.,14425.6,EGP,2114705,https://rameg.com/rtx/205-gigabyte-rtx-2080-super-gaming-oc-8g.html,GIGABYTE RTX 2080 Super GAMING OC 8G. Description: 1845 MHz (Reference Card: 1815 MHz)8GB 256-Bit GDDR6This Discount valid via PC Builder only.,RTX 2080 Super GAMING OC 8G,,GPU,GeForce RTX 2080 Super,8.0,,,,,,,,,,,GDDR6,,
51157325,Hewlett Packard,652611-B21 HP G8 G9 300-GB 6G 15K 2.5 SAS SC,Description:HP 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 15K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 652611-B21Spare Part# 653960-001Assembly Part# 652625-002Assembly Part# 627114-002Model# EH0300FCBVCModel# EH0300FBQDDModel# ST9300653SSRefurbished with 30 Days Warranty90 Days Warranty with Server Purchase,197.0,CAD,199460,https://www.servergiant.net/product-page/652611-b21-hp-g8-g9-300-gb-6g-15k-2-5-sas-sc,652611-B21 HP G8 G9 300-GB 6G 15K 2.5 SAS SC. Description: Description:HP 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 15K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 652611-B21Spare Part# 653960-001Assembly Part# 652625-002Assembly Part# 627114-002Model# EH0300FCBVCModel# EH0300FBQDDModel# ST9300653SSRefurbished with 30 Days Warranty90 Days Warranty with Server Purchase,G8 G9,652611-B21,HDD,,,300.0,,,SAS 12G,SAS,,,,,2.5 SAS,,,2.5-inch (SFF)
18093967,Intenso,Disco Duro SSD 2.5 Intenso High 120GB SATA3,Especificaciones:Capacity: 120 GBForm factor: 2.5“Interface: SATA III (6 Gbps)Performance: Sequential read:520 MB/s (133.120 IOPS)Sequential write:500 MB/s (128.000 IOPS)Properties: Low power consumptionShock-resistant (1500 G / 0.5 ms)Silent operation (0 dB)Features: SMART Command SupportTRIM Command SupportDimensions: 100 x 70 x 7 mm (H x W x D),31.95,EUR,4236016,https://www.tiendatr.com/disco-duro-ssd-2-5-intenso-high-120gb-sata3,Disco Duro SSD 2.5 Intenso High 120GB SATA3. Description: Especificaciones:Capacity: 120 GBForm factor: 2.5“Interface: SATA III (6 Gbps)Performance: Sequential read:520 MB/s (133.120 IOPS)Sequential write:500 MB/s (128.000 IOPS)Properties: Low power consumptionShock-resistant (1500 G / 0.5 ms)Silent operation (0 dB)Features: SMART Command SupportTRIM Command SupportDimensions: 100 x 70 x 7 mm (H x W x D),High,,SSD,,,120.0,520.0,500.0,SATA III,SATA III (6 Gbps),70.0,7.0,,,2.5-inch SATA,,,2.5“
29122061,Palit,Palit VGA PALIT GeForce GT710 1GB DDR3 / DVI / HDMI,"1024MB, 64bit, GDDR5, 954MHz, 2560x1600, 23W",49.95,EUR,6751504,https://www.pcman.nl/vga-palit-geforce-gt710-1gb-ddr3-dvi-hdmi.html,"Palit VGA PALIT GeForce GT710 1GB DDR3 / DVI / HDMI. Description: 1024MB, 64bit, GDDR5, 954MHz, 2560x1600, 23W",GeForce GT710,,GPU,GeForce GT 710,1.0,,,,,,,,,,,GDDR5,,
23697602,Gigabyte,Placa Video Gigabyte Geforce Gtx 1050 Ti 4gb Gddr5 Hdmi,Graphics ProcessingGeForce® GTX 1050 Ti Core ClockBoost: 1430 MHz / Base: 1316 MHz in OC modeBoost: 1392 MHz / Base: 1290 MHz in Gaming mode CUDA® Cores7‎68 Memory Clock7‎008 MHz Memory Size4‎ GB Memory TypeGDDR5 Memory Bus1‎28 bit Card BusPCI-E 3.0 x 16 Digital max resolution7‎680x4320 Multi-view3‎ Card sizeH=30 L=172 W=113 mm PCB FormATX DirectX1‎2 OpenGL4‎.5 Recommended PSU3‎00W Power ConnectorsN/A OutputDual-link DVI-D *1HDMI-2.0b*1 (Max Resolution: 4096x2160 @60 Hz)Display Port-1.4 *1 (Max Resolution: 7680x4320 @60 Hz),21500.0,ARS,1630366,https://www.precio-calidad.com.ar/tienda/placa-de-video/nvidea-geforce/placa-video-gigabyte-geforce-gtx-1050-ti-4gb-gddr5-hdmi,Placa Video Gigabyte Geforce Gtx 1050 Ti 4gb Gddr5 Hdmi. Description: Graphics ProcessingGeForce® GTX 1050 Ti Core ClockBoost: 1430 MHz / Base: 1316 MHz in OC modeBoost: 1392 MHz / Base: 1290 MHz in Gaming mode CUDA® Cores7‎68 Memory Clock7‎008 MHz Memory Size4‎ GB Memory TypeGDDR5 Memory Bus1‎28 bit Card BusPCI-E 3.0 x 16 Digital max resolution7‎680x4320 Multi-view3‎ Card sizeH=30 L=172 W=113 mm PCB FormATX DirectX1‎2 OpenGL4‎.5 Recommended PSU3‎00W Power ConnectorsN/A OutputDual-link DVI-D *1HDMI-2.0b*1 (Max Resolution: 4096x2160 @60 Hz)Display Port-1.4 *1 (Max Resolution: 7680x4320 @60 Hz),Geforce Gtx 1050 Ti,,GPU,GeForce GTX 1050 Ti,4.0,,,,PCIe 4.0 x16,,113.0,172.0,30.0,,,GDDR5,,ATX
17569343,Sandisk,Cruzer Blade 16GB USB-muistitikku,"ENJOY AMPLE CAPACITIES AND MAXIMUM PORTABILITYWith its stylish, compact design and generous capacity, the Cruzer Blade USB Flash Drive makes it easy to back up, transfer, and share your files. Available in capacities up to 128GB1 , this USB drive lets you carry your photos, movies, music, and personal data wherever you go.COMPACT DESIGN FOR MAXIMUM PORTABILITYThe Cruzer Blade USB Flash Drive features a compact design that fits easily into a pocket or computer bag. This USB drive has a sleek black and red design that coordinates with many electronic devices.HIGH-CAPACITY DRIVE ACCOMMODATES YOUR FAVORITE MEDIA FILESDesigned by SanDisk, a leader in flash memory innovation, the Cruzer Blade USB Flash Drive packs generous capacity into a compact form. Available in sizes up to 128GB1, this USB drive can hold all your must-have files. SIMPLE DRAG-AND-DROP FILE BACKUPTransferring data onto the Cruzer Blade USB Flash Drive is easy: simply plug it into your computer's USB port and drag files into the drive's folder. After a fast, first-time driver download, this USB drive lets you start storing, transporting, and sharing your data immediately.",14.29,EUR,362653,https://www.maxgaming.fi/fi/usb-muistitikut/cruzer-blade-16gb-usb-muistitikku,"Cruzer Blade 16GB USB-muistitikku. Description: ENJOY AMPLE CAPACITIES AND MAXIMUM PORTABILITYWith its stylish, compact design and generous capacity, the Cruzer Blade USB Flash Drive makes it easy to back up, transfer, and share your files. Available in capacities up to 128GB1 , this USB drive lets you carry your photos, movies, music, and personal data wherever you go.COMPACT DESIGN FOR MAXIMUM PORTABILITYThe Cruzer Blade USB Flash Drive features a compact design that fits easily into a pocket or computer bag. This USB drive has a sleek black and red design that coordinates with many electronic devices.HIGH-CAPACITY DRIVE ACCOMMODATES YOUR FAVORITE MEDIA FILESDesigned by SanDisk, a leader in flash memory innovation, the Cruzer Blade USB Flash Drive packs generous capacity into a compact form. Available in sizes up to 128GB1, this USB drive can hold all your must-have files. SIMPLE DRAG-AND-DROP FILE BACKUPTransferring data onto the Cruzer Blade USB Flash Drive is easy: simply plug it into your computer's USB port and drag files into the drive's folder. After a fast, first-time driver download, this USB drive lets you start storing, transporting, and sharing your data immediately.",Cruzer Blade,,USB_STICK,,,16.0,,,,,,,,,,,black and red,
34182823,Asus,ASUS GeForce GTX 1650 SUPER Phoenix OC,"Grafikkort, PCI-Express 3.0, 4GB GDDR6, 1530/1770MHz, Turing",1399.0,DKK,451721,https://www.komplett.dk/product/1147259/hardware/pc-komponenter/grafikkort/asus-geforce-gtx-1650-super-phoenix-oc,"ASUS GeForce GTX 1650 SUPER Phoenix OC. Description: Grafikkort, PCI-Express 3.0, 4GB GDDR6, 1530/1770MHz, Turing",GeForce GTX 1650 SUPER Phoenix OC,,GPU,GeForce GTX 1650 Super,4.0,,,,PCIe 3.0,,,,,,,GDDR6,,
38328055,Western Digital,Western Digital WD Blue SN550 NVMe M.2 500 GB PCI Express 3.0 3D NAND,SSD WD Blue SN550 NVMe M.2 500GB PCI Express,67.92,EUR,2796436,https://www.hardware-deals.eu/shop/computeronderdelen/solid-state-drives/western-digital-wd-blue-sn550-nvme-m-2-500-gb-pci-express-3-0-3d-nand,Western Digital WD Blue SN550 NVMe M.2 500 GB PCI Express 3.0 3D NAND. Description: SSD WD Blue SN550 NVMe M.2 500GB PCI Express,WD Blue SN550,,SSD,,,500.0,,,PCIe 3.0,NVMe,,,,,M.2,,,M.2
59082251,Kingston,Kingston DataTraveler 50 32GB USB 3.0 Flash Drive,"DataTraveler 50 is a lightweight USB Flash drive that's available in capacities from 8GB to 128GB. The drive's compact, cap less design features a metal casing and colorful accents that range by capacity. Fast2 USB 3.1 Gen 1 (USB 3.0)3 performance ensures quick and easy data transfer. Backward compatible with existing USB 2.0 ports, the drive is also customisable4. DT 50 is backed by a five-year warranty, free technical support and legendary Kingston reliability.",143.75,ZAR,1856804,https://kozmicsolutionz.co.za/kingston-datatraveler-50-32gb-usb-3-0-flash-drive,"Kingston DataTraveler 50 32GB USB 3.0 Flash Drive. Description: DataTraveler 50 is a lightweight USB Flash drive that's available in capacities from 8GB to 128GB. The drive's compact, cap less design features a metal casing and colorful accents that range by capacity. Fast2 USB 3.1 Gen 1 (USB 3.0)3 performance ensures quick and easy data transfer. Backward compatible with existing USB 2.0 ports, the drive is also customisable4. DT 50 is backed by a five-year warranty, free technical support and legendary Kingston reliability.",DataTraveler 50,,USB_STICK,,,32.0,,,USB 3.1 Gen 1,,,,,,,,,
28719555,Western Digital,Hard disk interno Western Digital - WD RED 1TB,HDD 2.5 1TB SATA3 NAS (MB),96.99,EUR,1524442,https://www.monclick.it/prodotti/3/HDI/western+digital/WD10JFCX.htm?kk=a4c6327-173cfdf8d40-9ae40&mktgcampaignp=KELKOO&utm_source=kelkoo&utm_medium=comparatori&utm_campaign=feed&utm_term=Hard%20disk%20interno%20WD%20RED%201TB&from=kelkooit,Hard disk interno Western Digital - WD RED 1TB. Description: HDD 2.5 1TB SATA3 NAS (MB),WD RED,,HDD,,,1000.0,,,SATA III,SATA,,,,,2.5-inch SATA,,,2.5
30450098,Western Digital,"Western Digital Blue 3D NAND 2.5\"" 2TB SATA III Solid State Drive",Enormous 2TB storage capacity With Super Rapid performance due to it's SATA III interface and super Quick 560Mbps read speed .,200.25,GBP,1455368,https://www.cclonline.com/product/238203/WDS200T2B0A/Solid-State-Drives-SSDs-/WD-Blue-2TB-3D-NAND-SATA-2-5-inch-Solid-State-Drive/SSD0660,"Western Digital Blue 3D NAND 2.5\"" 2TB SATA III Solid State Drive. Description: Enormous 2TB storage capacity With Super Rapid performance due to it's SATA III interface and super Quick 560Mbps read speed .",Blue 3D NAND,,SSD,,,2000.0,560.0,,SATA III,SATA,,,,,2.5-inch SATA,,,"2.5"""
68106001,Sandisk,"SanDisk Cruzer Blade USB Flash Drive, CZ50 32GB, USB2.0, Black with red accent, compact design, 5...","Mpn: SDCZ50-032G-B35Vendor:SanDiskSanDisk Cruzer Blade USB Flash Drive, CZ50 32GB, USB2.0, Black with red accent, compact design, 5Y - MOQ:5CRUZER BLADE USB FLASH DRIVEFrom work files to photos to fusion jazz, carry your content wherever you goENJOY AMPLE CAPACITIES AND MAXIMUM PORTABILITYWith its stylish, compact design and generous capacity, the Cruzer Blade USB Flash Drive makes it easy to back up, transfer, and share your files. Available in capacities up to 128GB1 , this USB drive lets you carry your photos, movies, music, and personal data wherever you go.COMPACT DESIGN FOR MAXIMUM PORTABILITYThe Cruzer Blade USB Flash Drive features a compact design that fits easily into a pocket or computer bag. This USB drive has a sleek black and red design that coordinates with many electronic devices.HIGH-CAPACITY DRIVE ACCOMMODATES YOUR FAVORITE MEDIA FILESDesigned by SanDisk, a leader in flash memory innovation, the Cruzer Blade USB Flash Drive packs generous capacity into a compact form. Available in sizes up to 128GB1, this USB drive can hold all your must-have files.SIMPLE DRAG-AND-DROP FILE BACKUPTransferring data onto the Cruzer Blade USB Flash Drive is easy: simply plug it into your computer's USB port and drag files into the drive's folder. After a fast, first-time driver download, this USB drive lets you start storing, transporting, and sharing your data immediately.1. 1GB = 1,000,000,000 bytes. Actual user storage less. 2. For more information, see the Warranty and User Guide page.",18.0,AUD,666089,https://www.ishoptech.com.au/products/sdcz50-032g-b35,"SanDisk Cruzer Blade USB Flash Drive, CZ50 32GB, USB2.0, Black with red accent, compact design, 5.... Description: Mpn: SDCZ50-032G-B35Vendor:SanDiskSanDisk Cruzer Blade USB Flash Drive, CZ50 32GB, USB2.0, Black with red accent, compact design, 5Y - MOQ:5CRUZER BLADE USB FLASH DRIVEFrom work files to photos to fusion jazz, carry your content wherever you goENJOY AMPLE CAPACITIES AND MAXIMUM PORTABILITYWith its stylish, compact design and generous capacity, the Cruzer Blade USB Flash Drive makes it easy to back up, transfer, and share your files. Available in capacities up to 128GB1 , this USB drive lets you carry your photos, movies, music, and personal data wherever you go.COMPACT DESIGN FOR MAXIMUM PORTABILITYThe Cruzer Blade USB Flash Drive features a compact design that fits easily into a pocket or computer bag. This USB drive has a sleek black and red design that coordinates with many electronic devices.HIGH-CAPACITY DRIVE ACCOMMODATES YOUR FAVORITE MEDIA FILESDesigned by SanDisk, a leader in flash memory innovation, the Cruzer Blade USB Flash Drive packs generous capacity into a compact form. Available in sizes up to 128GB1, this USB drive can hold all your must-have files.SIMPLE DRAG-AND-DROP FILE BACKUPTransferring data onto the Cruzer Blade USB Flash Drive is easy: simply plug it into your computer's USB port and drag files into the drive's folder. After a fast, first-time driver download, this USB drive lets you start storing, transporting, and sharing your data immediately.1. 1GB = 1,000,000,000 bytes. Actual user storage less. 2. For more information, see the Warranty and User Guide page.",Cruzer Blade,DT80/32GB,USB_STICK,,,32.0,,,USB 2.0,,,,,,,,Black with red accent,
30734517,Western Digital,WD MY PASSPORT- 4TB RED WORLDWIDE,External Hard Disk .,1650000.0,LBP,2368521,https://waw.shopping/western-digital-/535-wd-my-passport-4tb-red-worldwide.html,WD MY PASSPORT- 4TB RED WORLDWIDE. Description: External Hard Disk .,MY PASSPORT,,HDD,,,4000.0,,,,,,,,,,,RED,
70747254,Kingston,PEN DRIVE 3.0 16GB DTLPG3 ENCRYPTIO HW KINGSTON ARGENTO,HARD DISK E MEMORIE,24.96,USD,850467,https://shop.xtremepc.it/product/pen-drive-3-0-16gb-dtlpg3-encryptio-hw-kingston-argento,PEN DRIVE 3.0 16GB DTLPG3 ENCRYPTIO HW KINGSTON ARGENTO. Description: HARD DISK E MEMORIE,,DTLPG3,USB_STICK,,,16.0,,,USB 3.0,,,,,,,,ARGENTO,
70525377,Kingston,KINGSTON USB-C3.2128GBGEN 1 DATATRAVELER 80,"128GB, USB 3.2 Gen 1, 42.2 x 15 x 6.7mm, 3.134 g",25.55,EUR,129607,https://pcacierto.com/tienda/kingston-usb-c-3-2-128gbgen-1-datatraveler-80,"KINGSTON USB-C3.2128GBGEN 1 DATATRAVELER 80. Description: 128GB, USB 3.2 Gen 1, 42.2 x 15 x 6.7mm, 3.134 g",DATATRAVELER 80,DT100G3,USB_STICK,,,128.0,,,USB 3.2 Gen 1,USB-C,67.0,42.2,15.0,3.134,USB-C,,,
20058002,Corsair,Corsair Force MP600 NVMe Gen4 M.2 - 2TB,"SSD (Solid state drive), 2 TB, internal, Data Rate: 4950 MBps (read) / 4250 MBps (write), IOPS: 680000 (read) / 600000 (write), M.2 2280 (80mm), PCI-Express 4.0 x4 NVMe 1.3 (Non-Volatile Memory Express) - Phison PS5016-E16 Controller",5790.0,NOK,274622,https://www.proshop.no/SSD/Corsair-Force-MP600-NVMe-Gen4-M2-2TB/2779162,"Corsair Force MP600 NVMe Gen4 M.2 - 2TB. Description: SSD (Solid state drive), 2 TB, internal, Data Rate: 4950 MBps (read) / 4250 MBps (write), IOPS: 680000 (read) / 600000 (write), M.2 2280 (80mm), PCI-Express 4.0 x4 NVMe 1.3 (Non-Volatile Memory Express) - Phison PS5016-E16 Controller",Force MP600,,SSD,,,2000.0,4950.0,4250.0,PCIe 3.0 x4,NVMe,,,,,M.2,,,M.2 2280 (80mm)
37351978,Gigabyte,"Gigabyte Radeon RX 5500 XT OC 8G, 8192 MB GDDR6","Gaming-Grafikkarte Radeon RX 5500 XT von Gigabyte, max. 1.845 MHz GPU-Boost-Takt, 8 GB GDDR6-Speicher, 3x DisplayPort 1.4 / 1x HDMI, Dual-Lüfter-Kühlerdesign",223.23,EUR,686147,https://www.caseking.de/gigabyte-radeon-rx-5500-xt-oc-8g-8192-mb-gddr6-gcgb-316.html,"Gigabyte Radeon RX 5500 XT OC 8G, 8192 MB GDDR6. Description: Gaming-Grafikkarte Radeon RX 5500 XT von Gigabyte, max. 1.845 MHz GPU-Boost-Takt, 8 GB GDDR6-Speicher, 3x DisplayPort 1.4 / 1x HDMI, Dual-Lüfter-Kühlerdesign",Radeon RX 5500 XT OC 8G,,GPU,Radeon RX 5500 XT,8.0,,,,,,,,,,,GDDR6,,
41720223,ADATA,Adata SSD 256GB NVMe 1800MB/s read 900/MB/s,"256GB, PCIe Gen3x4, M.2, 3D TLC, NVMe 1.3",47.95,EUR,415023,https://www.pcman.nl/xpg-sx6000-lite-m2-256-gb-pci-express-30-3d-tlc-nv.html,"Adata SSD 256GB NVMe 1800MB/s read 900/MB/s. Description: 256GB, PCIe Gen3x4, M.2, 3D TLC, NVMe 1.3",,,SSD,,,256.0,900.0,1800.0,PCIe 3.0 x4,NVMe,,,,,M.2,,,M.2
96393578,Seagate,Seagate Archive 8TB SATAIII 3.5” HDD,Seagate 8TB Archive V2 Enterprise Class SATA 3 Hard Drive,,,153558,https://www.bostonindia.in/products/ST8000AS0002.aspx?utm_source=rss&utm_medium=syndication&utm_campaign=rss,Seagate Archive 8TB SATAIII 3.5” HDD. Description: Seagate 8TB Archive V2 Enterprise Class SATA 3 Hard Drive,Archive,,HDD,,,8000.0,,,SATA III,SATA,,,,,3.5” SATA,,,3.5”
31729424,Samsung,Samsung 860 EVO 2TB M.2 SATA SSD,"Samsung 2TB SSD, 860 EVO, M.2 2280 SATA, Read up to 550MB/s, Write up to 520MB/s, IOPS R/W up to 97/88K, 1.5M Hours MTBF, 1,200TBW",409.0,AUD,31583,https://computers.scorptec.com.au/computer/Samsung-Evo-860-Ssd,"Samsung 860 EVO 2TB M.2 SATA SSD. Description: Samsung 2TB SSD, 860 EVO, M.2 2280 SATA, Read up to 550MB/s, Write up to 520MB/s, IOPS R/W up to 97/88K, 1.5M Hours MTBF, 1,200TBW",860 EVO,,SSD,,,2000.0,520.0,550.0,SATA,SATA,,,,,M.2,,,M.2 2280
30835489,Western Digital,HDD Western Digital Surveillance Purple intern 3TB WD30PURX,"HDD Western Digital Surveillance Purple intern 3TB WD30PURXHard disk intern Western Digital New PurpleWD30PURX 3TB Model/producator: Western Digital Capacitate: 3 TB Buffer: 64 MB Timp de acces: 2.9 ms Interfata: SATA 3 Greutate: 700 g Timp de acces Citire: 3.3 ms Timp de acces Scriere: 3.3 ms Consum (W) Scriere/citire: 4.4, Inactiv: 4.1, Repaus: 0.4",426.08,RON,324185,https://rovision.ro/produs/hdd-western-digital-surveillance-purple-intern-3tb-wd30purx,"HDD Western Digital Surveillance Purple intern 3TB WD30PURX. Description: HDD Western Digital Surveillance Purple intern 3TB WD30PURXHard disk intern Western Digital New PurpleWD30PURX 3TB Model/producator: Western Digital Capacitate: 3 TB Buffer: 64 MB Timp de acces: 2.9 ms Interfata: SATA 3 Greutate: 700 g Timp de acces Citire: 3.3 ms Timp de acces Scriere: 3.3 ms Consum (W) Scriere/citire: 4.4, Inactiv: 4.1, Repaus: 0.4",Surveillance Purple,WDBS4B0020BBK-WESN,HDD,,,3000.0,,,SATA,SATA,,,,700.0,,,Purple,
18103691,Western Digital,HDD Western Digital Surveillance Purple intern 2TB WD20PURX,"Hard disk Western Digital Surveillance Purple WD20PURXcapacitate 2TB conceput pentru sistemele de supraveghere video cu utilizare 24 de ore, 7 zile / saptamana.",294.88,RON,179529,https://www.cameresupraveghereieftine.ro/solutii-stocare/560-hdd-western-digital-surveillance-purple-intern-2tb-wd20purx-201801013000,"HDD Western Digital Surveillance Purple intern 2TB WD20PURX. Description: Hard disk Western Digital Surveillance Purple WD20PURXcapacitate 2TB conceput pentru sistemele de supraveghere video cu utilizare 24 de ore, 7 zile / saptamana.",Surveillance Purple,WD20PURX,HDD,,,2000.0,,,,,,,,,,,,
15742380,Western Digital,"500GB Red SA500, 560 / 530 MB/s, 3D NAND, SATA 6Gb/s, 2.5-Inch SSD","Western Digital 500GB Red SA500 NAS (WDS500G1R0A). Supercharge Your NAS - The Power of Red Comes to SSD. Boost your NAS system’s performance and responsiveness with the WD Red™ SA500 NAS SATA SSD. Your NAS system is always on, making a reliable drive essential. Unlike standard SSDs, WD Red NAS SATA SSDs are specifically designed and tested for 24/7 usage. Their endurance and efficient caching makes them ideal for demanding applications.",90.63,USD,700705,https://www.avadirect.com/500GB-Red-SA500-560-530-MB-s-3D-NAND-SATA-6Gb-s-2-5-Inch-SSD/Product/13119873,"500GB Red SA500, 560 / 530 MB/s, 3D NAND, SATA 6Gb/s, 2.5-Inch SSD. Description: Western Digital 500GB Red SA500 NAS (WDS500G1R0A). Supercharge Your NAS - The Power of Red Comes to SSD. Boost your NAS system’s performance and responsiveness with the WD Red™ SA500 NAS SATA SSD. Your NAS system is always on, making a reliable drive essential. Unlike standard SSDs, WD Red NAS SATA SSDs are specifically designed and tested for 24/7 usage. Their endurance and efficient caching makes them ideal for demanding applications.",Red SA500 NAS,WDS500G1R0A,SSD,,,500.0,530.0,560.0,SATA,SATA,,,,,2.5-Inch SATA,,Red,2.5-Inch
64387878,Samsung,Samsung Bar Plus USB 3.1 Flash Drive 32GB Grey,"The Samsung Bar Plus USB 3.1 Flash Drive 32GB in Grey has read speeds up to 200 MB/s and features an integrated keyring.With a metal body, it is strong and stylish",8.69,GBP,795374,https://www.picstop.co.uk/usb-flash-drive/samsung-bar-plus-usb-31-flash-drive-32gb-grey.html,"Samsung Bar Plus USB 3.1 Flash Drive 32GB Grey. Description: The Samsung Bar Plus USB 3.1 Flash Drive 32GB in Grey has read speeds up to 200 MB/s and features an integrated keyring.With a metal body, it is strong and stylish",Bar Plus,,USB_STICK,,,32.0,200.0,,USB 3.0,,,,,,,,Grey,
74429719,Crucial,"256GB Micron 1300 SATA TLC 2.5\"" SSD","The Micron 1300 SATA SSD is built with advanced features, such as device sleep (DEVSLP) low-power modes to further extend battery life. Using revolutionary 3D NAND technology, Micron’s state of the art process – CMOS under the array (CUA) – allows for reduced cost and increased density in a 96-layer, vertically tiered compact die.",59.95,USD,4002878,https://mitxpc.com/products/mtfddak256tdl-1aw1zabyy,"256GB Micron 1300 SATA TLC 2.5\"" SSD. Description: The Micron 1300 SATA SSD is built with advanced features, such as device sleep (DEVSLP) low-power modes to further extend battery life. Using revolutionary 3D NAND technology, Micron’s state of the art process – CMOS under the array (CUA) – allows for reduced cost and increased density in a 96-layer, vertically tiered compact die.",1300,,SSD,,,256.0,,,SATA,SATA,,,,,"2.5""",,,"2.5"""
63883182,ADATA,ADATA 512GB M.2 2280 Solid State Drive XPG SX6000 Lite (PCIe Gen3x4),"Looking to replace your SATA SSD? If so, look no further than the SX6000 Lite PCIe Gen3x4 M.2 2280 SSD. Supporting NV Me 1.3, equipped with 3D NAND Flash, and coming with up to 1TB capacity, the SX6000 Lite is a great upgrade choice.SX6000 Lite PCIe Gen 3x4 M.2 2280 SSDIT'S TIME TO UPGRADE WITH PCIeLooking to replace your SATA SSD? If so, look no further than the SX6000 Lite PCIe Gen3x4 M.2 2280 SSD. Supporting NVMe 1.3, equipped with 3D NAND Flash, and coming with up to 1TB capacity, the SX6000 Lite is a great upgrade choice.Goodbye SATA, Hello PCIe!Fast, Efficient, More ProductiveLDPC ECC for Improved Data IntegrityGreat for Desktops and NotebooksGoodbye SATA, Hello PCIe!Great Alternative to SATA : Ideal for gamers, PC enthusiasts and anyone who wants to upgrade from SATA SSD to PCIe SSDUp to 3 times faster than SATA : Read/write speeds of up to 1800/1200MB/sNVMe 1.3 support3D NAND Flash : Higher capacity, durability, and power efficiencyM.2 2280 Form Factor : Supports desktops and notebooks with the latest Intel and AMD platformsFast, Efficient, More ProductiveFeaturing HMB (Host Memory Buffer) and SLC Caching, the SX6000 Lite accelerates read/write speeds up to 1800/1200MB/s and delivers random performance of up to 220K/200K IOPS. Whether booting, gaming or transferring large files, the SX6000 Lite accomplish them quickly and effectively.LDPC ECC for Improved Data IntegrityThe SX6000 Lite utilizes LDPC (Low-Density Parity-Check) error correcting code technology to detect and fix a wider range of data errors for more reliable data transfers and a longer product lifespan.",146.49,NZD,515613,https://www.nzgameshop.com/internal-solid-state-drives/adata-512gb-m-2-2280-solid-state-drive-xpg-sx6000-lite-pcie-gen3x4,"ADATA 512GB M.2 2280 Solid State Drive XPG SX6000 Lite (PCIe Gen3x4). Description: Looking to replace your SATA SSD? If so, look no further than the SX6000 Lite PCIe Gen3x4 M.2 2280 SSD. Supporting NV Me 1.3, equipped with 3D NAND Flash, and coming with up to 1TB capacity, the SX6000 Lite is a great upgrade choice.SX6000 Lite PCIe Gen 3x4 M.2 2280 SSDIT'S TIME TO UPGRADE WITH PCIeLooking to replace your SATA SSD? If so, look no further than the SX6000 Lite PCIe Gen3x4 M.2 2280 SSD. Supporting NVMe 1.3, equipped with 3D NAND Flash, and coming with up to 1TB capacity, the SX6000 Lite is a great upgrade choice.Goodbye SATA, Hello PCIe!Fast, Efficient, More ProductiveLDPC ECC for Improved Data IntegrityGreat for Desktops and NotebooksGoodbye SATA, Hello PCIe!Great Alternative to SATA : Ideal for gamers, PC enthusiasts and anyone who wants to upgrade from SATA SSD to PCIe SSDUp to 3 times faster than SATA : Read/write speeds of up to 1800/1200MB/sNVMe 1.3 support3D NAND Flash : Higher capacity, durability, and power efficiencyM.2 2280 Form Factor : Supports desktops and notebooks with the latest Intel and AMD platformsFast, Efficient, More ProductiveFeaturing HMB (Host Memory Buffer) and SLC Caching, the SX6000 Lite accelerates read/write speeds up to 1800/1200MB/s and delivers random performance of up to 220K/200K IOPS. Whether booting, gaming or transferring large files, the SX6000 Lite accomplish them quickly and effectively.LDPC ECC for Improved Data IntegrityThe SX6000 Lite utilizes LDPC (Low-Density Parity-Check) error correcting code technology to detect and fix a wider range of data errors for more reliable data transfers and a longer product lifespan.",XPG SX6000 Lite,,SSD,,,512.0,1200.0,1800.0,PCIe 3.0 x4,NVMe,,,,,M.2,,,M.2 2280
17001612,Western Digital,WD Black 500GB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6Gb/s 64MB Cache 3.5 Inch - WD5003AZEX,WD Black 500GB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6Gb/s 64MB Cache 3.5 Inch - WD5003AZEX,55.99,USD,411461,https://www.newegg.com/black-wd5003azex-500gb/p/N82E16822236345,WD Black 500GB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6Gb/s 64MB Cache 3.5 Inch - WD5003AZEX. Description: WD Black 500GB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6Gb/s 64MB Cache 3.5 Inch - WD5003AZEX,Black,WD5003AZEX,HDD,,,500.0,,,SATA III,SATA,,,,,3.5-inch SATA,,,3.5 Inch
