config,df1_idx,attribute,ground_truth,predicted,correct,unknown
RAG-full-k5,670,model_number,2240,2240,True,False
RAG-full-k5,673,interface_type,USB3.0,USB3.0,True,False
RAG-full-k5,673,form_factor,2.5,2.5,True,False
RAG-full-k5,676,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,677,interface_type,Micro USB,USB_2.0,False,False
RAG-full-k5,680,model_number,MZ-76Q4T0BW,MZ-80Q4T0BW,False,False
RAG-full-k5,683,model_number,11295-05-20G,RX 5500 XT NITRO+,False,False
RAG-full-k5,685,model_number,MU-PC1T0T,MU-A1090F/SV,False,False
RAG-full-k5,685,interface_type,Type C / A,Type C / A,True,False
RAG-full-k5,688,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,689,model_number,DUAL-RTX2060-O6G-EVO,RTX-2060-6GB-DUAL-OC-EVO,False,False
RAG-full-k5,689,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,690,bus_type,SATA III,SATA,True,False
RAG-full-k5,690,interface_type,SATA,SATA,True,False
RAG-full-k5,690,form_factor,"3.5""",3.5 inch,False,False
RAG-full-k5,690,storage_connection_type,"3.5"" SATA",3.5-inch SATA,False,False
RAG-full-k5,691,model_number,TUF-RTX3090-24G-GAMING,TUF-RTX3090-24G-GAMING,True,False
RAG-full-k5,691,bus_type,PCIe,PCIe,True,False
RAG-full-k5,693,model_number,WDS500G1R0A,WDS500G1R0A,True,False
RAG-full-k5,695,interface_type,ATX,PCIe,False,False
RAG-full-k5,696,model_number,DTDUO3/16GB,DTDUO/16GB,False,False
RAG-full-k5,696,interface_type,OTG,OTG,True,False
RAG-full-k5,697,model_number,GV-R57XTGAMING OC-8GD,GV-R57XTAORUS-8GD,False,False
RAG-full-k5,697,bus_type,PCIe 4.0,PCIe 3.0 x16,False,False
RAG-full-k5,700,form_factor,2.5-Inch,2.5,True,False
RAG-full-k5,700,storage_connection_type,2.5-inch SATA,"2.5"" Sata III",False,False
RAG-full-k5,701,model_number,DUAL-RTX2070S-O8G-EVO,RTX2070-8G-GAMING,False,False
RAG-full-k5,701,bus_type,PCIe 3.0 x16,PCIe 3.0,True,False
RAG-full-k5,704,model_number,V375-032R,GP66G-1660TI-VENTUS-XS-OC,False,False
RAG-full-k5,704,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,705,model_number,781518-B21,P1061-10001,False,False
RAG-full-k5,706,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k5,707,model_number,STEA500400,STEA500400,True,False
RAG-full-k5,707,interface_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,711,interface_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,711,form_factor,"2.5""",2.5,True,False
RAG-full-k5,711,storage_connection_type,"2.5""",SATA,False,False
RAG-full-k5,712,model_number,MU-PC500T,T7P500TG,False,False
RAG-full-k5,712,bus_type,USB 3.2 Gen 2,NVMe,False,False
RAG-full-k5,712,interface_type,Type-C,USB3,False,False
RAG-full-k5,713,model_number,ST14000NE0008,ST14000NE0007,False,False
RAG-full-k5,713,interface_type,SATA,SATA,True,False
RAG-full-k5,714,model_number,861691-B21,HDD1T7K3583E,False,False
RAG-full-k5,715,model_number,WDS200T2B0B,WDS200T3B0C,False,False
RAG-full-k5,716,model_number,SDCZ60-064G-B35,C64GUSB20,False,False
RAG-full-k5,717,model_number,WD82PURZ,WD82PURZ,True,False
RAG-full-k5,719,model_number,ST1800MM0129,ST1800MM0129,True,False
RAG-full-k5,720,model_number,GV-N1650OC-4GD,GV-NX165OC-4GD,False,False
RAG-full-k5,721,model_number,100-505940,100-505941,False,False
RAG-full-k5,721,bus_type,PCIe 3.0 x16,PCIe 3.0 x4,False,False
RAG-full-k5,724,model_number,ZA250CM1A003,ST250LT003,False,False
RAG-full-k5,726,bus_type,USB 2.0,USB_3.0,False,False
RAG-full-k5,728,bus_type,USB 2.0,USB_3.0,False,False
RAG-full-k5,730,model_number,HDWQ140UZSVA,HDWD140UZSVA,False,False
RAG-full-k5,733,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,734,model_number,SKC2000M8 / 500G,SKC2000M8 / 500G,True,False
RAG-full-k5,735,model_number,WDS100T1R0A,WDS100T1R0A,True,False
RAG-full-k5,739,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k5,741,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-full-k5,742,model_number,652572-B21,652572-B21,True,False
RAG-full-k5,745,model_number,SDIX30C-032G-GN6NN,SDIX30C-032G-GN6NN,True,False
RAG-full-k5,745,interface_type,Lightning,iOS,False,False
RAG-full-k5,748,model_number,STEB4000100,STEA4000100,False,False
RAG-full-k5,748,bus_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,749,model_number,ST12000NE0008,ST12TW012,False,False
RAG-full-k5,751,interface_type,USB Type-A,USB,True,False
RAG-full-k5,751,storage_connection_type,USB Type-A,USB,True,False
RAG-full-k5,753,model_number,SSDSC2KG960G801,SSD/S4610-960GB,False,False
RAG-full-k5,754,form_factor,"1""",Portable,False,False
RAG-full-k5,755,model_number,WDS500G2B0B,WDS500G3B0C,False,False
RAG-full-k5,756,form_factor,"2,5Zoll",2.5,False,False
RAG-full-k5,756,storage_connection_type,2.5-inch SATA,"2.5"" SATA",False,False
RAG-full-k5,757,model_number,90YV0DU0-M0NA00,90YV0DV1-M0NA00,False,False
RAG-full-k5,759,model_number,ST8000VX004,ST8000AS0002,False,False
RAG-full-k5,761,model_number,DTLPG3,DT100G3,False,False
RAG-full-k5,762,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,765,model_number,ST3000LM024,ST3000DM007,False,False
RAG-full-k5,767,form_factor,"2.5""",2.5,True,False
RAG-full-k5,768,model_number,STJP1000400,STJP1000400,True,False
RAG-full-k5,768,form_factor,external SSD,external SSD,True,False
RAG-full-k5,769,model_number,SSDPEKNW512G8X1,SSDPEKNW010T8X1,False,False
RAG-full-k5,769,interface_type,NVMe,NVMe,True,False
RAG-full-k5,772,model_number,MU-PA1T0B/WW,MU-PA1T0B/AM,False,False
RAG-full-k5,773,model_number,ASX6000LNP-1TT-C,ASX6000LNP-1TB-C,False,False
RAG-full-k5,776,model_number,90YV0AL0-M0NA00,GT710-Sl-1Gd5,False,False
RAG-full-k5,781,model_number,WDBYNN0010BWT-WESN,WDBYTN0010BCH-EESN,False,False
RAG-full-k5,781,bus_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,783,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k5,784,model_number,WDBYFT0040BOR-WESN,WDBYWZ0040JSL-WESN,False,False
RAG-full-k5,784,interface_type,USB,USB,True,False
RAG-full-k5,785,model_number,AUV128-32G-RBE,AUV128-64G-RBE,False,False
RAG-full-k5,786,bus_type,PCIe,PCIe,True,False
RAG-full-k5,788,form_factor,"1""",Portable,False,False
RAG-full-k5,788,storage_connection_type,USB Type C,USB Type-C,False,False
RAG-full-k5,789,model_number,ROG-STRIX-RTX3080-10G-GAMING,ROG-STRIX-RTX3080-10G-GAMING,True,False
RAG-full-k5,789,bus_type,PCIe,PCIe,True,False
RAG-full-k5,790,model_number,AXRX 5700XT 8GBD6-3DHR/OC,AXRX 5700XT 8GBD6-3DHR/OC,True,False
RAG-full-k5,792,model_number,ROG -STRIX-RTX2070S-A8G-GAMING,ZT-T40706G-SF-G,False,False
RAG-full-k5,794,model_number,NE51660018J9-165F,NE61660018J9-161F,False,False
RAG-full-k5,795,model_number,GV-N207SWF3OC-8GD,GV-N207SGAFORCE-OC-8GD,False,False
RAG-full-k5,797,bus_type,PCIe 3.0 x16,PCIe 4.0,False,False
RAG-full-k5,798,model_number,ST16000NM001G,ST16000NM001G,True,False
RAG-full-k5,802,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,803,model_number,ROG-STRIX-RTX3090-O24G-GAMING,ROG-STRIX-RTX3090-O24G-GAMING,True,False
RAG-full-k5,803,bus_type,PCIe,PCIe,True,False
RAG-full-k5,804,model_number,WDS500G1B0C,WDS500G1B0C,True,False
RAG-full-k5,806,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,806,form_factor,Full-height,ATX,False,False
RAG-full-k5,807,model_number,PBU120GS25SSDR,PBU120GS25SSDR,True,False
RAG-full-k5,809,bus_type,PCIe 3.0,PCIe 2.0,False,False
RAG-full-k5,810,model_number,MZ-V7S250BW,SM951YB,False,False
RAG-full-k5,811,model_number,SUV500MS-480GB,KC450S3/480G,False,False
RAG-partial,0,model_number,GV-N3080GAMING OC-10GD,GV-N3080GAMING OC-10GD,True,False
RAG-partial,2,model_number,CSSD-F960GBMP510,MP510,True,False
RAG-partial,5,model_number,90YV0CV2-M0NA00,DUAL OC,False,False
RAG-partial,5,bus_type,PCIe 3.0 x16,PCIe 4.0,False,False
RAG-partial,6,bus_type,USB 3.0,USB_2.0,False,False
RAG-partial,8,model_number,GV-N166SOC-6GD,GV-N166SUPER-6GD,False,False
RAG-partial,9,model_number,V375-040R,RTX 1660 TI GAMING X,False,False
RAG-partial,9,bus_type,PCIe 3.0 x16,PCIe 3.0,True,False
RAG-partial,11,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,12,model_number,90YV0DQ0-M0NA00,TWINFUSION,False,False
RAG-partial,12,bus_type,PCIe 4.0,PCIe,True,False
RAG-partial,13,model_number,AGAMMIXS11P-1TT-C,XPG GAMMIX S11 Pro 1TB,False,False
RAG-partial,14,model_number,GV-R56XTGAMING OC-6GD,GV-R56XTOC-6GD,False,False
RAG-partial,15,model_number,100-506008,RX-420-50DA,False,False
RAG-partial,15,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-partial,16,model_number,NE6166SS18J9-161F,NE6166S012J9-161F,False,False
RAG-partial,17,model_number,843266-B21,Entry,False,False
RAG-partial,19,model_number,ROG-STRIX-RTX2080TI-O11G-GAMING,RTCO8A1G9MHFA,False,False
RAG-partial,19,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-partial,21,model_number,PBU240GS25SSDR,PBU240GS25SSDR,True,False
RAG-partial,23,model_number,SDCZ50-128G-B35,CJ32GCA,False,False
RAG-partial,25,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,26,bus_type,SATA III,NVMe,False,False
RAG-partial,27,model_number,WDBWLG0040HBK-EESN,WD40EFRX,False,False
RAG-partial,30,model_number,WDBMCG5000ABT-WESN,MG1050S,False,False
RAG-partial,30,bus_type,USB 3.0,USB,True,False
RAG-partial,31,model_number,DT100G3/256GB,DT100G3,True,False
RAG-partial,32,model_number,ST4000NE001,B08F2ZVY7K,False,False
RAG-partial,33,interface_type,Micro B,USB 3.2 Gen 1,False,False
RAG-partial,39,model_number,PH-GTX1650-O4G,"TBA (To Be Added, assuming it's not available in the reference products)",False,False
RAG-partial,39,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,42,bus_type,SATA III,SATA III,True,False
RAG-partial,42,interface_type,SATA,SATA,True,False
RAG-partial,42,form_factor,"2.5""",2.5,True,False
RAG-partial,42,storage_connection_type,"2.5"" SATA","2.5"" SATA",True,False
RAG-partial,43,model_number,GP-ASM2NE6100TTTD,GP-ASM2NE6100GTTD,False,False
RAG-partial,45,model_number,912-V372-257,RTX2070S-8G-GAMING-XTRIO,False,False
RAG-partial,45,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-partial,46,model_number,DT100G3/128GB,DT100G3,True,False
RAG-partial,49,bus_type,USB 3.0,USB,True,False
RAG-partial,49,interface_type,USB,USB,True,False
RAG-partial,49,form_factor,2.5,External Portable,False,False
RAG-partial,49,storage_connection_type,USB 3.0,USB,True,False
RAG-partial,51,model_number,PH-RTX2060-6G,Phoenix PH-RTX2060-6G,True,False
RAG-partial,52,bus_type,SATA III,M.2,False,False
RAG-partial,52,interface_type,SATA,NVMe,False,False
RAG-partial,54,model_number,N20702-08D6-1710VA23,N20701-08D6-1219VA20,False,False
RAG-partial,54,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-partial,57,model_number,MZ-76P2T0B,MZ-76P1T0B/EU,False,False
RAG-partial,58,model_number,CT2000P5SSD8,CT2000P5SSD8,True,False
RAG-partial,59,form_factor,Low Profile,Half-Height,False,False
RAG-partial,61,model_number,ZT-A30900D-10P,ZT-T30910F-20L,False,False
RAG-partial,61,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-partial,63,model_number,CSSD-F500GBMP600,MP600,True,False
RAG-partial,66,bus_type,PCIe 4.0,PCIe 4.0 x80,True,False
RAG-partial,71,interface_type,USB-C,USB-3,False,False
RAG-partial,72,model_number,CT1000P1SSD8,P1-CT1000MX300SSD8,False,False
RAG-partial,74,model_number,MU-PC2T0H,MU-PB1T0H/WW,False,False
RAG-partial,74,bus_type,USB 3.2 Gen 2,USB 3.2 Gen 2,True,False
RAG-partial,75,form_factor,"2.5""",3.5,False,False
RAG-partial,78,model_number,ST300MP0106,ST300MP0006,False,False
RAG-partial,78,interface_type,SAS,SAS,True,False
RAG-partial,79,model_number,GT 710 1GD3H LP,GT-710,False,False
RAG-partial,81,model_number,02G-P3-2717-KR,2GB,False,False
RAG-partial,81,form_factor,Single Slot,"Half Height, Half Length (HHHL)",False,False
RAG-partial,82,model_number,CT2000P1SSD8,P1_2000GB,False,False
RAG-partial,84,bus_type,PCIe x16,PCIe 3.0,False,False
RAG-partial,85,model_number,MZ-76E500BW,MZ-76E500BW,True,False
RAG-partial,88,model_number,MU-PC1T0S/WW,S5JFNN050034,False,False
RAG-partial,89,model_number,STHH1000400,STHN2000301,False,False
RAG-partial,89,interface_type,USB 3.0 & USB-C,USB-C,True,False
RAG-partial,89,form_factor,"2.5""",2.5,True,False
RAG-partial,89,storage_connection_type,USB,USB,True,False
RAG-partial,90,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-partial,92,model_number,SDCZ48-032G-U46,CUG3A,False,False
RAG-partial,94,model_number,MZ-76E2T0BW,MZ-76K1T0BW,False,False
RAG-partial,95,model_number,801882-B21,801882-B21,True,False
RAG-partial,97,model_number,WDS250G3X0C,C25A2000-0E1JA0,False,False
RAG-partial,98,model_number,AGAMMIXS50-1TT-C,XPG GAMMIX S50,False,False
RAG-partial,99,model_number,GV-N165SOC-4GD,GV-N165SOPF-4G,False,False
RAG-partial,99,bus_type,PCIe 3.0,PCIe,True,False
RAG-partial,100,model_number,CT1000P5SSD8,P5-1TB,False,False
RAG-partial,102,storage_connection_type,USB,USB,True,False
RAG-partial,103,bus_type,PCIe x16,PCIe,True,False
RAG-partial,107,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,108,model_number,GV-N105TOC-4GD,GV-N105TOC-4GL,False,False
RAG-partial,108,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-partial,109,form_factor,Low Profile,LP,False,False
RAG-partial,112,model_number,LAC301558,LAC90000R,False,False
RAG-partial,112,form_factor,"2.5""",2.5,True,False
RAG-partial,114,model_number,AGAMMIXS5-1TT-C,S5-1T,True,False
RAG-partial,115,model_number,WD40PURX,PURPLE SURVEILLANCE 4TB,False,False
RAG-partial,117,model_number,GP-ASM2NE6500GTTD,GP-ASM2NE6500GTTD,True,False
RAG-partial,119,model_number,WDS200T2B0A,WDBWVX0020HBK,False,False
RAG-partial,121,interface_type,NVMe,USB,False,False
RAG-partial,121,storage_connection_type,Type-C,NAND Flash,False,False
RAG-partial,122,model_number,GP-GSTFS31480GNTD,2240,False,False
RAG-partial,123,model_number,GV-N208SAORUS-8GC,AORUS GeForce RTX 2080 SUPER 8G,False,False
RAG-partial,124,bus_type,USB 3.0,USB 3.0,True,False
RAG-partial,124,interface_type,Lightning,USB_A,False,False
RAG-partial,126,model_number,XA1920ME10063,XAA1920ME10063,False,False
RAG-partial,127,model_number,NEAT7100HD46H,NEAT7100HD46H,True,False
RAG-partial,129,model_number,MTFDHBE3T8TDF-1AW1ZABYY,7300 PRO-3.84TB,False,False
RAG-partial,130,model_number,DC450R/3840G,Data Centre DC450R/3.84TB,False,False
RAG-partial,131,model_number,WDS120G2G0A,WDC120NP0A-75YOB1,False,False
RAG-partial,132,model_number,CZ73,SDCQJ4-064G-A20,False,False
RAG-partial,136,form_factor,3.5”,3.5”,True,False
RAG-partial,136,storage_connection_type,3.5” SATA,3.5” SATA,True,False
RAG-partial,139,model_number,HDWD105UZSVA,HDWD105UZSVA,True,False
RAG-partial,140,bus_type,USB 3.0,USB 3.0,True,False
RAG-partial,140,interface_type,iOS,iOS,True,False
RAG-partial,142,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,143,interface_type,SATA,SATA,True,False
RAG-partial,146,model_number,GV-N2070WF2-8GD,GV-N2070WF2-8GD,True,False
RAG-partial,146,bus_type,PCIe,PCIe 3.0,True,False
RAG-partial,149,bus_type,PCIe,PCIe,True,False
RAG-partial,150,bus_type,PCIe x16,PCIe x16,True,False
RAG-partial,151,model_number,MZ-V7S1T0B/AM,MZ-V7S1T0BW,False,False
RAG-partial,152,model_number,MZ-76P1T0B/EU,MZ-76P1T0BW,False,False
RAG-partial,153,model_number,ZP480NM30011,ZA480NM10000,False,False
RAG-partial,157,model_number,MZ-V7E250BW,MZ-V7E250BW,True,False
RAG-partial,159,model_number,GV-RXVEGA56GAMING OC-8GD,GV-RVEGA56GAMINGOC-8GD,False,False
RAG-partial,163,model_number,HDWE140EZSTA,HDWE140EZSTA,True,False
RAG-partial,164,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-partial,164,form_factor,ATX,"Half Height, Half Length",False,False
RAG-partial,165,model_number,AXRX5700XT-8GBD6-3DHDR/OC,AXRX 5700XT 8GBD6-3DHR/OC,False,False
RAG-partial,168,model_number,GV-N166TOC-6GD,GV-N166TWF3OC-6GD,False,False
RAG-partial,168,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-partial,169,model_number,ZA500GM1A001,ST500LT012-1E6F,False,False
RAG-partial,170,model_number,VPN100-512GM28H,VPN100-512GM28H,True,False
RAG-partial,174,bus_type,PCIe,PCIe,True,False
RAG-partial,175,model_number,CT500P2SSD8,CT500P5SSD8,False,False
RAG-partial,180,model_number,DTEG2/64GB,DT100G2,False,False
RAG-partial,180,interface_type,USB Type-A,USB,True,False
RAG-partial,180,storage_connection_type,USB Type-A,USB,True,False
RAG-partial,182,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,183,model_number,DT70/32GB,DT70,True,False
RAG-partial,184,bus_type,PCIe 3.0,PCIe 4.0,False,False
RAG-partial,186,model_number,100-505957,100-505957,True,False
RAG-partial,186,form_factor,PCIe Add-in Card,PCIe,True,False
RAG-partial,187,bus_type,USB 3.0,USB 3.0,True,False
RAG-partial,187,interface_type,Micro-USB 3.0 (Micro-B 10-pin),USB,True,False
RAG-partial,189,bus_type,PCIe 3.0,PCIe,True,False
RAG-partial,192,bus_type,PCIe,PCIe,True,False
RAG-partial,194,model_number,V809-2404R,GP104-332-KK-A1,False,False
RAG-partial,194,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-partial,198,model_number,SKC600/512G,KC600-512,False,False
RAG-partial,202,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,203,model_number,STEA2000403,STEA2000402,False,False
RAG-partial,203,interface_type,USB,USB,True,False
RAG-partial,206,model_number,SP512GBP34A80M28,PCI-E Ace A80,False,False
RAG-partial,207,bus_type,PCIe 3.0,PCIe,True,False
RAG-partial,208,model_number,MZ-76E250BW,MZ-76E250BW,True,False
RAG-partial,211,model_number,WDS240G2G0B,WDS240G2B0A,False,False
RAG-partial,213,form_factor,"2.5""",2.5,True,False
RAG-partial,213,storage_connection_type,"2.5""",2.5-inch USB,False,False
RAG-partial,214,model_number,WD20EURX,WD2003FRYZ,False,False
RAG-partial,216,model_number,AS40G-1TT-C,AS40G-1TB-C,False,False
RAG-partial,216,bus_type,PCIe 3.0 x4,PCIe 3.0 x4,True,False
RAG-partial,218,model_number,06G-P4-1161-KR,XC Black GAMING,False,False
RAG-partial,218,bus_type,PCIe 3.0,PCIe,True,False
RAG-partial,219,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-partial,226,interface_type,NVMe,NVMe,True,False
RAG-partial,231,model_number,AHD830-5TU31-CBK,AHD830-5TU31-CBK,True,False
RAG-partial,231,interface_type,USB,USB,True,False
RAG-partial,231,form_factor,"2.5""",2.5,True,False
RAG-partial,233,model_number,GP-ASM2NE6200TTTD,GP-AK7100,False,False
RAG-partial,234,model_number,STHN2000400,STHN2000400,True,False
RAG-partial,234,form_factor,"2.5""",Slim,False,False
RAG-partial,235,interface_type,USB tipo A,A,True,False
RAG-partial,235,storage_connection_type,USB tipo A,USB-A,False,False
RAG-partial,237,model_number,WDS250G2B0C,WDS250G2B0C,True,False
RAG-partial,238,model_number,DTDUO3/64GB,DTDUO3/64GB,True,False
RAG-partial,240,interface_type,USB,USB,True,False
RAG-partial,240,form_factor,Portable,2.5,False,False
RAG-partial,240,storage_connection_type,USB,USB 3.0,True,False
RAG-partial,241,model_number,02G-P4-6333-KR,02G-P4-6233-KR,False,False
RAG-partial,244,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-partial,246,model_number,ZT-T20610E-10M,ZT-T20600C-10M,False,False
RAG-partial,248,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-partial,249,bus_type,SATA,SATA III,True,False
RAG-partial,249,interface_type,SATA,SATA,True,False
RAG-partial,249,form_factor,"3.5""",3.5-inch,False,False
RAG-partial,249,storage_connection_type,3.5-inch SATA,3.5-inch SATA,True,False
RAG-partial,251,model_number,HDWD120UZSVA,HDWD120UZSVA,True,False
RAG-partial,253,model_number,652611-B21,DZP0A7500F,False,False
RAG-partial,255,model_number,785067-B21,HDD1.4T3W300,False,False
RAG-partial,256,model_number,WD20EZRZ,WD20EFRX,False,False
RAG-partial,262,model_number,GP-ASM2NE2512GTTDR,GP-ASM2NE6100TTTD,False,False
RAG-partial,266,model_number,ST10000NM001G,ST10000NM0016,False,False
RAG-partial,267,bus_type,USB 3.1 Gen 2,USB-C,False,False
RAG-partial,267,interface_type,Type C & Type A Compatible,Type C & Type A Compatible,True,False
RAG-partial,268,model_number,CT500X8SSD9,CT500X8SSD9,True,False
RAG-partial,268,bus_type,USB 3.1 Gen 2,NVMe,False,False
RAG-partial,268,interface_type,USB-C,SATA,False,False
RAG-partial,268,form_factor,External,"2.5"" (6.4 cm)",False,False
RAG-partial,268,storage_connection_type,USB-C,USB-C,True,False
RAG-partial,269,bus_type,PCIe 4.0,PCIe,True,False
RAG-partial,271,form_factor,"2.5""",2.5,True,False
RAG-partial,273,model_number,GV-N208SGAMING-OC-8GC,GV-N208SWG6C-8GD,False,False
RAG-partial,274,model_number,11G-P4-2589-KR,11G-P4-1189-KR,False,False
RAG-partial,274,bus_type,PCIe 3.0,PCIe,True,False
RAG-partial,276,model_number,XA960LE10063,XA1351ME960GB,False,False
RAG-partial,276,form_factor,"2.5""",2.5,True,False
RAG-partial,276,storage_connection_type,"2.5"" SATA","2.5"" SATA 1",True,False
RAG-partial,279,bus_type,PCIe 3.0 x16,PCIe 3.0 x8,False,False
RAG-partial,279,form_factor,ATX,PCIe,False,False
RAG-partial,280,model_number,ST10000VX0004,ST10000VE0006,False,False
RAG-partial,282,model_number,100-505826,100-505940,False,False
RAG-partial,282,form_factor,Single-Slot,Graphics Card,False,False
RAG-partial,284,model_number,MZ-76E1T0B,MZ-76E1T0BW,True,False
RAG-partial,286,model_number,MZ-76P512B/EU,MZ-76P512B/EU,True,False
RAG-partial,288,model_number,WDS100T2X0C,WDS100T2X0C,True,False
RAG-partial,289,model_number,MU-PC2T0S/WW,900pxT7TOUCH,False,False
RAG-partial,290,form_factor,ATX,"Full Height, Single Slot",False,False
RAG-partial,294,model_number,90YV0CU1-M0NA00,RTX1660-6G-PH1G,False,False
RAG-partial,294,bus_type,PCIe 3.0,PCIe 4.0,False,False
RAG-partial,295,model_number,ASX8200PNP-2TT-C,XPG SX8200 Pro,False,False
RAG-partial,297,model_number,ZA480CV1A001,ZA480CV1A001,True,False
RAG-partial,298,model_number,TUF-RTX2060-6G-GAMING,TUF-RTX2060-6G-GAMING,True,False
RAG-partial,298,bus_type,PCIe 3.0 x16,PCIe x16,False,False
RAG-partial,301,interface_type,USB,USB,True,False
RAG-partial,302,model_number,GV-N208SAORUS-WB-8GC,"AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB (or simply, the exact same string as the 'model' attribute)",False,False
RAG-partial,302,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-partial,302,form_factor,ATX Form,Desktop,False,False
RAG-partial,303,model_number,ST4000NM0025,ST4000NM0035,False,False
RAG-partial,305,interface_type,USB,USB,True,False
RAG-partial,307,model_number,SDCZ73-256G-G46,SDFMT1A/064G-G46,False,False
RAG-partial,309,model_number,SSDSC2KB019T7,DC S4500-1.9TB,False,False
RAG-partial,310,bus_type,PCIe 4.0,PCIe,True,False
RAG-partial,312,interface_type,NVMe,USB 3.1 Gen 1,False,False
RAG-partial,313,model_number,GV-N730D5-2GL,GT730-2GD5,False,False
RAG-partial,313,form_factor,Low-profile,Half Height Half Length (HHHL),False,False
RAG-partial,314,model_number,DUAL-RX580-O8G,RADEON RX 580-OCC-2G-8G,False,False
RAG-partial,315,model_number,MZ-V7S250B/AM,MZ-V7E250BW,False,False
RAG-partial,316,bus_type,SATA III,SATA III,True,False
RAG-partial,316,interface_type,SATA,SATA,True,False
RAG-partial,316,form_factor,"2.5""",2.5,True,False
RAG-partial,316,storage_connection_type,2.5-inch SATA,2.5-inch SATA,True,False
RAG-partial,317,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-partial,318,model_number,ZA500CM1A003,ST500LT012,False,False
RAG-partial,319,bus_type,PCIe 3.0 x16,3.0,True,False
RAG-partial,320,model_number,CMFVY3A-128GB,CMTV128GB,False,False
RAG-partial,321,model_number,MU-PA500,MU-A500,False,False
RAG-partial,322,model_number,STGG8000400,STGG8000400,True,False
RAG-partial,322,form_factor,"3.5""",2.5,False,False
RAG-partial,322,storage_connection_type,USB 3.0,USB 3.0,True,False
RAG-partial,324,model_number,ZA3840NM10011,ZA3840NM10011,True,False
RAG-partial,326,model_number,SDCZ48-06G-U46,SDFNT2-016G-A37,False,False
RAG-partial,328,interface_type,USB-C,USB-3.0,False,False
RAG-partial,328,storage_connection_type,USB-C,USB,True,False
RAG-partial,329,model_number,ZT-T20810D-10P,ZT-T20910C-10P,False,False
RAG-partial,330,bus_type,PCIe x16,PCIe,True,False
RAG-partial,331,model_number,ASD700-256GU31-CBK,ASD700-256GU31-CBK,True,False
RAG-partial,331,storage_connection_type,USB,USB,True,False
RAG-partial,332,model_number,SSDPE21D480GAX1,SSPT900P480G,False,False
RAG-partial,334,model_number,DC450R/1920G,DC450R,True,False
RAG-partial,334,form_factor,"2.5""",2.5,True,False
RAG-partial,334,storage_connection_type,"2.5"" SATA","2.5"" SATA",True,False
RAG-partial,336,model_number,MG04ACA600E,HDWD120UZSVA,False,False
RAG-partial,338,interface_type,SAS,SAS,True,False
RAG-partial,338,storage_connection_type,"2.5"" SFF","SFF (2.5"")",False,False
RAG-partial,347,model_number,Turbo -RTX2070S-8G-EVO,Turbo -RTX2070S-8G-EVO,True,False
RAG-partial,347,bus_type,PCIe,PCIe 3.0,True,False
RAG-partial,348,model_number,DT100G3/ 16GBCR,DT100G3/16GBCR,False,False
RAG-partial,349,model_number,90YV0DV1-M0NA00,DUAL-RX5500XT-O8G-EVO,False,False
